given_nameLabel,lastnameLabel,birthdate,deathdate,nationalityLabel,itemDescription,place_of_birthLabel,educated_atLabel,award_receivedLabel,,,,enw_aroddirLabel,cyfenwLabel,dyddiadgeni,dyddiadmarwolaeth,cenedligrwyddLabel,eitemDisgrifiad,man_geniLabel,addysgwyd_ynLabel,wobr_a dderbyniwydLabel
Virginia,Henderson,1898-01-01,19/03/1996,United Kingdom,"nurse, researcher, theorist and author",Kansas City,Columbia University,Honorary Fellow of the Royal College of Nursing,,,,Virginia,Henderson,1898-01-01,19/03/1996,Y Deyrnas Unedig,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Prifysgol Columbia,Cymrawd Anrhydeddus y Coleg Nyrsio Brenhinol 
Virginia,Henderson,1897-11-30,19/03/1996,United States of America,"nurse, researcher, theorist and author",Kansas City,Teachers College,Honorary Fellow of the Royal College of Nursing,,,,Virginia,Henderson,1897-11-30,19/03/1996,Unol Daleithiau America,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Coleg yr Athrawon,Cymrawd Anrhydeddus y Coleg Nyrsio Brenhinol 
Virginia,Henderson,1898-01-01,19/03/1996,United States of America,"nurse, researcher, theorist and author",Kansas City,Teachers College,Honorary Fellow of the Royal College of Nursing,,,,Virginia,Henderson,1898-01-01,19/03/1996,Unol Daleithiau America,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Coleg yr Athrawon,Cymrawd Anrhydeddus y Coleg Nyrsio Brenhinol 
Virginia,Henderson,1897-11-30,19/03/1996,United Kingdom,"nurse, researcher, theorist and author",Kansas City,Teachers College,Honorary Fellow of the Royal College of Nursing,,,,Virginia,Henderson,1897-11-30,19/03/1996,Y Deyrnas Unedig,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Coleg yr Athrawon,Cymrawd Anrhydeddus y Coleg Nyrsio Brenhinol 
Virginia,Henderson,1898-01-01,19/03/1996,United Kingdom,"nurse, researcher, theorist and author",Kansas City,Teachers College,Honorary Fellow of the Royal College of Nursing,,,,Virginia,Henderson,1898-01-01,19/03/1996,Y Deyrnas Unedig,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Coleg yr Athrawon,Cymrawd Anrhydeddus y Coleg Nyrsio Brenhinol 
Virginia,Henderson,1897-11-30,19/03/1996,United States of America,"nurse, researcher, theorist and author",Kansas City,Columbia University,Premio Christiane Reimann,,,,Virginia,Henderson,1897-11-30,19/03/1996,Unol Daleithiau America,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Prifysgol Columbia,Premio Christiane Reimann
Virginia,Henderson,1898-01-01,19/03/1996,United States of America,"nurse, researcher, theorist and author",Kansas City,Columbia University,Premio Christiane Reimann,,,,Virginia,Henderson,1898-01-01,19/03/1996,Unol Daleithiau America,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Prifysgol Columbia,Premio Christiane Reimann
Virginia,Henderson,1897-11-30,19/03/1996,United Kingdom,"nurse, researcher, theorist and author",Kansas City,Columbia University,Premio Christiane Reimann,,,,Virginia,Henderson,1897-11-30,19/03/1996,Y Deyrnas Unedig,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Prifysgol Columbia,Premio Christiane Reimann
Virginia,Henderson,1898-01-01,19/03/1996,United Kingdom,"nurse, researcher, theorist and author",Kansas City,Columbia University,Premio Christiane Reimann,,,,Virginia,Henderson,1898-01-01,19/03/1996,Y Deyrnas Unedig,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Prifysgol Columbia,Premio Christiane Reimann
Virginia,Henderson,1897-11-30,19/03/1996,United States of America,"nurse, researcher, theorist and author",Kansas City,Teachers College,Premio Christiane Reimann,,,,Virginia,Henderson,1897-11-30,19/03/1996,Unol Daleithiau America,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Coleg yr Athrawon,Premio Christiane Reimann
Virginia,Henderson,1898-01-01,19/03/1996,United States of America,"nurse, researcher, theorist and author",Kansas City,Teachers College,Premio Christiane Reimann,,,,Virginia,Henderson,1898-01-01,19/03/1996,Unol Daleithiau America,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Coleg yr Athrawon,Premio Christiane Reimann
Virginia,Henderson,1897-11-30,19/03/1996,United Kingdom,"nurse, researcher, theorist and author",Kansas City,Teachers College,Premio Christiane Reimann,,,,Virginia,Henderson,1897-11-30,19/03/1996,Y Deyrnas Unedig,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Coleg yr Athrawon,Premio Christiane Reimann
Virginia,Henderson,1898-01-01,19/03/1996,United Kingdom,"nurse, researcher, theorist and author",Kansas City,Teachers College,Premio Christiane Reimann,,,,Virginia,Henderson,1898-01-01,19/03/1996,Y Deyrnas Unedig,"nyrs, ymchwilydd, theorydd ac awdur",Dinas Kansas ,Coleg yr Athrawon,Premio Christiane Reimann
