FUM-nr,X,Antal_dele,Emne_ord,Placering,Dansk_navn,Latinsk_navn,Antal_fossiler,Fund_oplysninger,Notater,Lokalitet,Finder,Fossilets_dimensioner,e,Beskaffenhed,Bevaringstilstand,Foto,Bilag,Beskrevet_af,Udlånsstatus,Opbevares,Box_nr.,Status,Kontaktoplysninger
511,,,fisk-skæl/hel skæl,,,,,,,,,,,,,,,,,m,,×,
512,,,fisk-skæl/hel skæl,,,,,,,,,,,,,,,,,m,,×,
513,,,fisk-ubest./del af kran.,,,,,,,,,,,,,,,,,m,,×,
514,,,fisk-neocl./kran. + del af krop,,,,,,,,,,,,,,,,,m,,×,
515,,,fisk-neocl./hel fisk,,,,,,,,,,,,,,,,,m,,×,
516,,,fisk-neocl./kran. + del af rygs.,,,,,,,,,,,,,,,,,m,,×,
517,,,fisk-ubest./knoglefragm.,,,,,,,,,,,,,,,,,m,,×,
518,,,fisk-neocl./hel fisk,,,,,,,,,,,,,,,,,m,,×,
519,,,inv-sø- og slangestjerner/ 5 arme + små,,,,,,,,,,,,,,,Wienberg Rasmussen,,60,,×,
520,,,inv-sø- og slangestjerner/hel,,,,,,,,,,,,,,,W.Rasm.+ Bonde,,m,,×,
521,,,inv-slangestj./delvis skjult i matricen,,,,,,,,,,,,,,,,,m,,×,
522,,,inv-slangestj./krop uden arme,,,,,,,,,,,,,,,W.rasmussen+Bonde,,m,,×,
523,,,inv-slangestj/hel minus del af arm,,,,,,,,,,,,,,,W.rasmussen+Bonde,,m,,×,
524,,,inv-slangestj./krop+1 arm+fragm af 3,,,,,,,,,,,,,,,W.rasmussen+Bonde,,m,,×,
525,,,inv-slangestj./krop+arme,,,,,,,,,,,,,,,W.rasmussen+Bonde,,m,,×,
526,,,invslangestj/krop+arm,,,,,,,,,,,,,,,,,51A,,×,
527,,,fisk-ubest/hale+del af rygs.,,,,,,,,,,,,,,,,,m,,×,
528,,,fisk-ubest./del af krop,,,,,,,,,,,,,,,Bonde,,m+9,,×,
529,,,ins-myg-ubest/krop mgl. 2 ben,,,,,,,,,,,,,,,G.L,,m,,×,
530,,,fisk-laksefisk/kranium,,,,,,,,,,,,,,,Bonde,,mgl. v. rev 04.,,÷,
531,,,fisk-neocl./hele fisk,,,,,,,,,,,,,,,,,m-stue,,×,
532,,,fisk-ubest./kran.+ del af rygs.,,,,,,,,,,,,,,,Bonde,,mgl. v. rev 04.,,÷,
533,,,fisk-ubest./gællelågsknogle.,,,,,,,,,,,,,,,,,m,,×,
534,,,inv-snegle/valvatina/hele+fragm,,,,,,,,,,,,,,,,,m,,×,
535,,,fisk-neocl./hel fisk,,,,,,,,,,,,,,,,,m,,×,
536,,,fisk-ubest./hel skæl,,,,,,,,,,,,,,,,,m,,×,
537,,,fisk-ubest./knoglefragm.,,,,,,,,,,,,,,,,,m,,×,
538,,,bot.gren el. stængel+fisk,,,,,,,,,,,,,,,dobbeltnummerering??? OBS,,12,,×,
539,,,bot.gren el. stængel+blad,,,,,,,,,,,,,,,,,m,,×,
540,,,bot-træ/fragmenter,,,,,,,,,,,,,,,,,m,,×,
541,,,bot-frø/hele,,,,,,,,,,,,,,,,,m,,×,
542,,,bot-planterest m. grene,,,,,,,,,,,,,,,,,m,,×,
543,,,bot-blad/rest m.farvebånd,,,,,,,,,,,,,,,,,m,,×,
544,,,bot-blad/fjer??/fragm.,,,,,,,,,,,,,,,Bonde,,m,,×,
545,,,fugle-fjer/del af fjer,,,,,,,,,,,,,,,Bonde,,m,,×,
546,,,fisk-ubest./knoglefragm.,,,,,,,,,,,,,,,,,m,,×,
547,,,inv-musling/hel-beskadiget,,,,,,,,,,,,,,,Bonde,,m,,×,
548,,,ubekendt/ 1+store diatomeer,,,,,,,,,,,,,,,Bonde,,m,,×,
549,,,ubekendt - tangrest??,,,,,,,,,,,,,,,,,m,,×,
550,,,koproliter+skæl,,,,,,,,,,,,,,,,,17,,×,
551,,,bot.stængel+blade,,,,,,,,,,,,,,,,,m,,×,
552,,,bot.stængel el. stilk.,,,,,,,,,,,,,,,,,m,,×,
553,,,ubekendt/hel,,,,,,,,,,,,,,,,,m,,×,
554,,,ins-fluer/flere fragm.,,,,,,,,,,,,,,,g. larsson,,m,,×,
555,,,bot.bladfragm.,,,,,,,,,,,,,,,,,m,,×,
556,,,bot.kerne/hel,,,,,,,,,,,,,,,emnekort,,????,,÷,
557,,,bot.frø/hel el koprolit ??,,,,,,,,,,,,,,,,,m,,×,
558,,,bot.planterester,,,,,,,,,,,,,,,,,m,,×,
559,,,bot.kerne/hel flækket på langs,,,,,,,,,,,,,,,,,m,,×,
560,,,bot.kerner/flere kerner og pl. Rester,,,,,,,,,,,,,,,,,m-stue,,×,
561,,,bot/stængel m. blade??,,,,,,,,,,,,,,,,,m,,×,
562,,,bot.frø/frø m. stilk + fane,,,,,,,,,,,,,,,,,m,,×,
563,,,bot.frø/frugt/sammenpresset insekt??,,,,,,,,,,,,,,,,,m,,×,
564,,,bot.blad el.vinge,,,,,,,,,,,,,,,,,m,,×,
565,,,bot.græsblad/fragm.,,,,,,,,,,,,,,,,,m,,×,
566,,,bot.græs/ spidsen + /stor koprolit på bagsiden,,,,,,,,,,,,,,,,,m,,×,
567,,,bot.frø m. fane/hel,,,,,,,,,,,,,,,Er i 2 poser !!!,,m ,,×,
568,,,bot.frø/hel+ fragm.af blad,,,,,,,,,,,,,,,,,29,,×,
569,,,bot.blad/beskadiget uden stilk,,,,,,,,,,,,,,,,,m,,×,
570,,,bot-planterester+insektfragm.,,,,,,,,,,,,,,,,,m,,×,
571,,,bot.blomst/blad/?med stilk,,,,,,,,,,,,,,,,,m,,×,
572,,,inv-musling/hel+knust snegl,,,,,,,,,,,,,,,,,m,,×,
573,,,fisk-skæl/skind m.skæl+knogle,,,,,,,,,,,,,,,emnekort,,m,,×,
574,,,ins-flue-snylteflue/hel,,,,,,,,,,,,,,,G. Larsson. Udlånt til S.A. 2003,,,,÷,
575,,,ins-masseaftryk/+planter/mange,,,,,,,,,,,,,,,G. Larsson,,m,,×,
576,,,bot.ubekendt/En+rester,,,,,,,,,,,,,,,,,m,,×,
577,,,bot-planter+insekter/hele+rester,,,,,,,,,,,,,,,,,m + 31A,,×,
578,,,bot-træ-krum gren/flere fragm.,,,,,,,,,,,,,,,,,m,,×,
579,,,bot.del af blad el. stængel.,,,,,,,,,,,,,,,,,m,,×,
580,,,bot.nålegren?/fragm.,,,,,,,,,,,,,,,Ravnsgård Pedersen,,m,,×,
581,,,bot.bladrest+andre rester,,,,,,,,,,,,,,,R.P.,,m,,×,
582,,,bot.insekter/fragm græs+div.insekter,,,,,,,,,,,,,,,R.P,,m,,×,
583,,,bot.blad/rest,,,,,,,,,,,,,,,R.P,,m,,×,
584,,,bot-planterod/fragm. Leddelt,,,,,,,,,,,,,,,,,31,,×,
585,x2,+modplade,Insekt,,Græshoppe,Orthoptera,,løvblad i samme sten (FUM-N-585x1),Indeholder også div. Insektrester og plantedele,Knudeklinten F.18 s.,M. Breiner,,160*85*30mm,Stribet cementsten,ok,,,Sylvestersen R.,,m,,,
585,x1,+ modplade,Botanik,,Løvlad,,,Græshoppe i samme sten(FUM-N-585x2),Helt blad. Indeholder også div. Insektrester og plantedele,Knudeklinten F.18 s.,M. Breiner,16*12mm,160*85*30mm,Stribet cementsten,Fin,,,R.P,,m,,×,
586,,,ins-masseaftryk/mange rester,,,,,,,,,,,,,,,R.P,,m,,×,
587,,,bot.frø m.fane/hel,,,,,,,,,,,,,,,R.P,,26,,×,
588,,,ubekendt/organisk rest el. konkretion,,,,,,,,,,,,,,,R.P,,m-stue,,×,
589,,,"bot.stængel, blade+blomster",,,,,,,,,,,,,,,emnekort-R.P,,mgl.v. rev 04.,,÷,
590,,,bot.frø/hel frugt,,,,,,,,,,,,,,,R.P,,m,,×,
591,,,bot.flækket frø/frugt/,,,,,,,,,,,,,,,,,m,,×,
592,,,bot-planter/ frø/mange fine rester+ins.,,,,,,,,,,,,,,,R.P,,m-stue + 30,,×,
593,,,bot.frø/frugt?/fint hulrum,,,,,,,,,,,,,,,,,m,,×,
594,,,inv-musling/hel+rester af snegl,,,,,,,,,,,,,,,,,m,,×,
595,,,fisk-knogle/ryghvirvel/finnestråler??,,,,,,,,,,,,,,,,,m,,×,
596,,,bot.kerner/3 hele,,,,,,,,,,,,,,,,,m,,×,
597,,,bot.kerner/2 kernehalvdele,,,,,,,,,,,,,,,R.P,,m,,×,
598,,,bot.lang stængel+insektrester,,,,,,,,,,,,,,,R.P,,m-stue,,×,
599,,,ins.-stankelben/vinge,,,,,,,,,,,,,,,udlånt i 87. Ikke returneret ??,,,,÷,
600,,,fisk-koprolit fin+fisk,,,,,,,,,,,,,,,,,17,,×,
601,,,ubekendt-knogle/tynd,,,,,,,,,,,,,,,,,m,,×,
602,,,fisk-knogler/flere - 1 m. tænder,,,,,,,,,,,,,,,Bonde,,m,,×,
603,,,fisk-neocl./hel+diatomeer,,,,,,,,,,,,,,,,,m,,×,
604,,,fisk/knogle m. tænder,,,,,,,,,,,,,,,,,m,,×,
605,,,fisk/skæl+knogle,,,,,,,,,,,,,,,,,m,,×,
606,,,fisk-neoclu ?/hel,,,,,,,,,,,,,,,,,m,,×,
607,,,ins.-flue/hel men beskadiget,,,,,,,,,,,,,,,G.L,,m,,×,
608,,,ins-flue/tovinget hel,,,,,,,,,,,,,,,Er bestemt,,m-stue + 46,,×,
609,,,ins-tæge/krop+2 forben,,,,,,,,,,,,,,,,,m,,×,
610,,,ins.sommerfugl/vinge,,,,,,,,,,,,,,,G.L i tvivl. Senere bestemt,,m,,×,
611,,,ins.-tæge/krop+ben uden vinger,,,,,,,,,,,,,,,G.L,,m,,×,
612,,,ins.-ins-cikade/hel uden vinger og ben,,,,,,,,,,,,,,,,,43,,×,
613,,,ins.-flue?/krop+hoved,,,,,,,,,,,,,,,,,m,,×,
614,,,ins-cikade/hoved+krop uden vinger og ben-hun,,,,,,,,,,,,,,,G.L.,,m,,×,
615,,,ins-cikade el. bille/hoved og krop u.vinger og ben,,,,,,,,,,,,,,,G.L,,m,,×,
616,,,ins.-bille/vinge-dækvinge,,,,,,,,,,,,,,,G.L,,m,,×,
617,,,bot.frø/fra ahorn??,,,,,,,,,,,,,,,G.L. i tvivl. Skal bestemmes,,m,,×,
618,,,ins-netvinge/krop+vinger,,,,,,,,,,,,,,,G.L.Udlånt i - ikke returneret,,mgl. v. rev 04.,,÷,
619,,,ins.ins-cikade/krop+vinger,,,,,,,,,,,,,,,G.L.,,m,,×,
620,,,ins-vinger,,,,,,,,,,,,,,,G.L.- 3 forskellige fund,,m,,×,
621,,,ins-guldsmed/vinge m. farvebånd,,,,,,,,,,,,,,,G.L. udlånt-ikke returneret???,,blank felt v. rev 04.,,÷,
622,,,ins-vårflue/krop+vinger,,,,,,,,,,,,,,,,,m,,×,
623,,,fisk/knogler + skæl/hel,,,,,,,,,,,,,,,2 forskellige fund. Nyt nr?,,m,,×,
624,,,ins.-ins-cikader/div fragm.+ hele insekter,,,,,,,,,,,,,,,G.L,,m,,×,
625,,,bot.kerne/fin,,,,,,,,,,,,,,,,,m,,×,
626,,,ins-blsdlus/krop+vinger,,,,,,,,,,,,,,,,,m,,×,
627,,,fisk-ubestemt/knoglefragm.,,,,,,,,,,,,,,,,,m,,×,
628,,,fisk-neoclu/hel,,,,,,,,,,,,,,,,,m,,×,
629,,,træ-ubekendt/fragm af aftryk ,,,,,,,,,,,,,,,,,m,,×,
630,,,fisk-tetrapoder?/knogle,,,,,,,,,,,,,,,,,m,,×,
631,,,bot-/planterester,,,,,,,,,,,,,,,4 forsk. Fund. Nye numre?,,m,,×,
632,,,bot-planter/rester,,,,,,,,,,,,,,,3 forsk. Fund. Nue numre?,,m,,×,
633,,,bot.græsblad/rest,,,,,,,,,,,,,,,2 forsk. Fund - 633a + 633b??,,m,,×,
634,,,bot.rester,,,,,,,,,,,,,,,2 forsk. Fund. Nyt nr.??,,m,,×,
635,,,bot.rester,,,,,,,,,,,,,,,,,m,,×,
636,,,bot.rester,,,,,,,,,,,,,,,,,m-stue,,×,
637,,,bot.træ+strå/rester,,,,,,,,,,,,,,,,,m,,×,
638,,,bot.græs/rester,,,,,,,,,,,,,,,2 forsk. Fund. Nyt nr.??,,m,,×,
639,,,bot.græs/rester,,,,,,,,,,,,,,,,,m,,×,
640,,,bot.fisk-knoglefragm + planterester,,,,,,,,,,,,,,,,,m-stue,,×,
641,,,bot.mange fragm.,,,,,,,,,,,,,,,,,m,,×,
642,,,bot. 1 stk.+ rester,,,,,,,,,,,,,,,,,m,,×,
643,,,ins-ubestemmelig-ørentvist??/hel,,,,,,,,,,,,,,,G.L. i tvivl,,m,,×,
644,,,bot-træ-nåletræ/fint brudstykke,,,,,,,,,,,,,,,,,m,,×,
645,,,ins-ins-cikade/bagvinge,,,,,,,,,,,,,,,G.L,,m,,×,
646,,,ins-ins-græshoppe/vinge,,,,,,,,,,,,,,,G.L.emnekort  Måske Bonde har den ????,,mgl.v. rev 04.,,÷,
647,,,ins-vårflue/hel,,,,,,,,,,,,,,,G.L,,m,,×,
648,,,ins-flue/hele insekter,,,,,,,,,,,,,,,G.L,,m + 51B,,×,
649,,,ins-vårflue/forende,,,,,,,,,,,,,,,G.L,,m,,×,
650,,,fisk-hestemakrel/hel,,,,,,,,,,,,,,,Bonde,,m,,×,
651,,,inv-snegle/flere hele+muslinger,,,,,,,,,,,,,,,,,m-stue,,×,
652,,,inv-snegle/flere hele,,,,,,,,,,,,,,,,,m,,×,
653,,,inv-snegle/flere hele,,,,,,,,,,,,,,,,,m,,×,
654,,,inv-musling/hel delvis skjult,,,,,,,,,,,,,,,Rosenkrantz,,m,,×,
655,,,inv-musling/hel,,,,,,,,,,,,,,,Rosenkrantz  Dob-nummering…Også 1514,,22,,×,
656,,,inv-snegle/hel + træ,,,,,,,,,,,,,,,,,m,,×,
657,,,inv-snegle/hele+fragm.,,,,,,,,,,,,,,,,,m,,×,
658,,,inv-musling/hele,,,,,,,,,,,,,,,,,m,,×,
659,,,inv-snegle/hele,,,,,,,,,,,,,,,,,m,,×,
660,,,ins-tæger m.fl./hele+fragm.,,,,,,,,,,,,,,,,,m,,×,
661,,,ins-tæger/hele,,,,,,,,,,,,,,,,,m,,×,
662,,,bot.græsblad/fragm.,,,,,,,,,,,,,,,,,31,,×,
663,,,fisk-neocl/hel rygfinne+haleparti dækket,,,,,,,,,,,,,,,,,m,,×,
664,,,fisk-neocl/hel,,,,,,,,,,,,,,,,,m,,×,
